date,sentiment_score
2026-02-14 14:27:44,0.245482
2026-02-14 14:27:53,-0.287112
2026-02-14 14:28:00,0.51866
2026-02-14 14:28:07,0.136196
2026-02-14 14:28:20,0.021366
2026-02-14 14:28:21,0.502862
2026-02-14 14:30:00,0.347006
2026-02-14 14:30:39,0.107761
2026-02-14 14:33:59,0.059406
2026-02-14 14:35:25,-0.184401
2026-02-14 14:36:00,0.334965
2026-02-14 14:36:31,0.033692
2026-02-14 14:38:00,0.445814
2026-02-14 14:41:00,0.003151
2026-02-14 14:41:05,0.309478
2026-02-14 14:42:00,0.268744
2026-02-14 14:42:47,0.287803
2026-02-14 14:43:18,-0.646779
2026-02-14 14:46:00,0.143716
2026-02-14 14:48:00,0.439854
2026-02-14 14:56:15,0.262715
2026-02-14 14:56:35,0.132439
2026-02-14 14:56:41,-0.205422
2026-02-14 14:57:33,0.047916
2026-02-14 14:57:33,-0.215805
2026-02-14 14:57:40,0.479433
2026-02-14 14:57:43,0.148819
2026-02-14 14:57:43,-0.236051
2026-02-14 14:57:44,0.317283
2026-02-14 14:57:44,0.346902
2026-02-14 14:57:54,0.43639
2026-02-14 14:58:00,0.438799
2026-02-14 14:58:03,0.342461
2026-02-14 14:58:07,-0.064704
2026-02-14 14:58:13,0.019085
2026-02-14 14:58:13,0.636381
2026-02-14 14:58:14,0.048572
2026-02-14 14:58:26,0.022
2026-02-14 14:58:33,0.312935
2026-02-14 15:02:23,-0.500181
2026-02-14 15:08:00,0.26924
2026-02-14 15:10:00,0.516598
2026-02-14 15:19:16,0.339198
2026-02-14 15:26:37,0.432384
2026-02-14 15:27:00,0.001642
2026-02-14 15:27:08,0.439325
2026-02-14 15:27:24,0.026785
2026-02-14 15:27:26,0.261627
2026-02-14 15:27:26,0.445279
2026-02-14 15:27:30,0.340783
2026-02-14 15:27:35,0.104698
2026-02-14 15:27:42,0.290191
2026-02-14 15:27:45,0.266584
2026-02-14 15:27:45,0.409918
2026-02-14 15:27:49,0.023528
2026-02-14 15:27:53,0.445722
2026-02-14 15:31:54,0.047448
2026-02-14 15:32:00,0.4286
2026-02-14 15:35:56,-0.252899
2026-02-14 15:44:00,0.004941
2026-02-14 15:46:10,0.274342
2026-02-14 15:46:17,0.119743
2026-02-14 15:54:38,0.541546
2026-02-14 15:54:40,0.346551
2026-02-14 15:54:52,0.391641
2026-02-14 15:56:30,0.004146
2026-02-14 15:56:30,0.347155
2026-02-14 15:57:18,0.425588
2026-02-14 15:57:23,-0.109076
2026-02-14 15:57:23,0.30848
2026-02-14 15:57:40,0.393797
2026-02-14 15:57:43,-0.153013
2026-02-14 15:57:44,0.331505
2026-02-14 15:57:55,0.059305
2026-02-14 15:57:55,0.167567
2026-02-14 15:57:58,0.101855
2026-02-14 15:58:03,-0.911347
2026-02-14 15:58:09,-0.640313
2026-02-14 15:58:13,0.450555
2026-02-14 16:10:00,0.304705
2026-02-14 16:14:22,0.0348
2026-02-14 16:18:00,-0.286936
2026-02-14 16:20:00,0.022904
2026-02-14 16:20:02,0.171959
2026-02-14 16:21:00,0.125434
2026-02-14 16:22:00,0.124655
2026-02-14 16:26:12,-0.111281
2026-02-14 16:26:22,-0.087731
2026-02-14 16:26:40,-0.611749
2026-02-14 16:27:21,-0.242694
2026-02-14 16:27:22,0.004836
2026-02-14 16:27:26,0.346365
2026-02-14 16:27:27,0.027218
2026-02-14 16:27:29,-0.469692
2026-02-14 16:27:36,0.067151
2026-02-14 16:27:44,0.006724
2026-02-14 16:27:44,-0.434949
2026-02-14 16:27:44,-0.814987
2026-02-14 16:27:50,0.277798
2026-02-14 16:28:00,0.306366
2026-02-14 16:28:05,0.036714
2026-02-14 16:28:11,0.229198
2026-02-14 16:28:28,0.075416
2026-02-14 16:38:00,0.004795
2026-02-14 16:40:00,0.184452
2026-02-14 16:42:00,0.104639
2026-02-14 16:45:00,0.019175
2026-02-14 16:45:51,0.384079
2026-02-14 16:53:33,0.017007
2026-02-14 16:56:45,0.318886
2026-02-14 16:56:50,0.346093
2026-02-14 16:56:58,0.305262
2026-02-14 16:57:05,0.117794
2026-02-14 16:57:10,0.116662
2026-02-14 16:57:12,0.247723
2026-02-14 16:57:16,0.625525
2026-02-14 16:57:23,0.056614
2026-02-14 16:57:28,-0.825257
2026-02-14 16:57:28,0.035386
2026-02-14 16:57:30,-0.635138
2026-02-14 16:57:32,-0.208159
2026-02-14 16:57:43,-0.833316
2026-02-14 16:57:56,0.287121
2026-02-14 16:58:19,0.199895
2026-02-14 17:01:37,0.032489
2026-02-14 17:02:00,0.418915
2026-02-14 17:02:18,-0.073619
2026-02-14 17:04:00,0.055008
2026-02-14 17:04:41,0.194915
2026-02-14 17:06:00,0.426481
2026-02-14 17:08:00,0.009528
2026-02-14 17:09:00,0.256355
2026-02-14 17:11:42,0.411743
2026-02-14 17:12:00,0.475282
2026-02-14 17:12:00,0.432301
2026-02-14 17:13:49,-0.485182
2026-02-14 17:15:00,-0.203497
2026-02-14 17:18:00,0.48439
2026-02-14 17:24:00,0.014897
2026-02-14 17:25:00,0.039392
2026-02-14 17:26:36,0.036947
2026-02-14 17:26:39,0.120627
2026-02-14 17:27:08,0.015462
2026-02-14 17:27:23,0.29167
2026-02-14 17:27:34,0.030095
2026-02-14 17:27:39,0.491301
2026-02-14 17:27:43,0.036245
2026-02-14 17:27:53,0.320019
2026-02-14 17:27:59,0.02976
2026-02-14 17:28:01,0.015195
2026-02-14 17:28:07,0.417463
2026-02-14 17:31:50,0.276024
2026-02-14 17:34:00,0.26236
2026-02-14 17:37:59,0.219424
2026-02-14 17:39:19,0.32169
2026-02-14 17:39:26,0.106156
2026-02-14 17:39:37,0.219123
2026-02-14 17:45:05,0.195458
2026-02-14 17:45:24,0.288442
2026-02-14 17:45:30,0.473098
2026-02-14 17:46:52,0.036314
2026-02-14 17:48:00,0.303394
2026-02-14 17:48:08,-0.076832
2026-02-14 17:49:55,-0.712147
2026-02-14 17:49:57,0.247619
2026-02-14 17:50:28,0.436527
2026-02-14 17:50:50,0.317438
2026-02-14 17:54:00,0.438333
2026-02-14 17:56:00,-0.261679
2026-02-14 17:56:31,0.452036
2026-02-14 17:56:43,0.283127
2026-02-14 17:56:47,0.310501
2026-02-14 17:56:49,0.24698
2026-02-14 17:57:07,0.029898
2026-02-14 17:57:26,0.329302
2026-02-14 17:57:29,0.009344
2026-02-14 17:57:32,0.54237
2026-02-14 17:57:39,0.134519
2026-02-14 17:57:40,0.51619
2026-02-14 17:57:45,-0.607744
2026-02-14 17:57:46,0.227134
2026-02-14 17:57:52,-0.276612
2026-02-14 17:57:53,0.1029
2026-02-14 17:57:58,0.308217
2026-02-14 17:58:00,0.501625
2026-02-14 17:58:18,0.381779
2026-02-14 17:58:20,0.112535
2026-02-14 17:58:28,0.461191
2026-02-14 17:58:35,0.267069
2026-02-14 17:58:51,-0.463101
2026-02-14 18:00:00,0.28185
2026-02-14 18:02:00,0.431967
2026-02-14 18:04:50,0.244597
2026-02-14 18:04:59,0.188853
2026-02-14 18:05:44,0.039385
2026-02-14 18:07:56,0.316869
2026-02-14 18:08:00,0.52152
2026-02-14 18:10:00,0.47667
2026-02-14 18:12:00,0.016724
2026-02-14 18:12:00,0.255337
2026-02-14 18:14:00,-0.247356
2026-02-14 18:22:00,0.406742
2026-02-14 18:22:59,0.166399
2026-02-14 18:24:00,0.439652
2026-02-14 18:26:46,0.480877
2026-02-14 18:26:51,0.432774
2026-02-14 18:26:57,0.301214
2026-02-14 18:27:16,0.018921
2026-02-14 18:27:21,0.00507
2026-02-14 18:27:26,0.400542
2026-02-14 18:27:39,0.414351
2026-02-14 18:27:40,-0.047288
2026-02-14 18:27:51,-0.459151
2026-02-14 18:28:00,0.175455
2026-02-14 18:30:00,0.107794
2026-02-14 18:32:00,0.407271
2026-02-14 18:32:25,0.478045
2026-02-14 18:36:00,0.285441
2026-02-14 18:42:31,0.140857
2026-02-14 18:44:00,0.327931
2026-02-14 18:45:02,0.019339
2026-02-14 18:48:00,0.409703
2026-02-14 18:50:00,0.50287
2026-02-14 18:52:00,0.446107
2026-02-14 18:55:00,0.062592
2026-02-14 18:55:00,-0.161478
2026-02-14 18:56:26,0.095658
2026-02-14 18:56:56,-0.29022
2026-02-14 18:57:19,0.520077
2026-02-14 18:57:22,0.117246
2026-02-14 18:57:26,0.023906
2026-02-14 18:57:31,-0.205152
2026-02-14 18:57:34,0.441467
2026-02-14 18:57:39,0.035247
2026-02-14 18:57:49,-0.381168
2026-02-14 18:57:54,0.206831
2026-02-14 18:57:57,0.508636
2026-02-14 18:58:12,0.400928
2026-02-14 18:58:15,0.022933
2026-02-14 18:58:50,-0.243485
2026-02-14 19:04:00,0.007795
2026-02-14 19:08:00,0.021194
2026-02-14 19:08:00,0.147614
2026-02-14 19:16:00,0.310883
2026-02-14 19:24:00,-0.296976
2026-02-14 19:25:40,-0.085998
2026-02-14 19:26:31,0.248197
2026-02-14 19:26:50,0.106946
2026-02-14 19:27:00,0.134703
2026-02-14 19:27:04,0.012545
2026-02-14 19:27:10,0.408118
2026-02-14 19:27:15,0.327355
2026-02-14 19:27:27,0.48009
2026-02-14 19:27:29,-0.346589
2026-02-14 19:27:31,0.166296
2026-02-14 19:27:31,0.198877
2026-02-14 19:27:36,0.039667
2026-02-14 19:27:39,0.089316
2026-02-14 19:27:39,0.129576
2026-02-14 19:27:45,0.448403
2026-02-14 19:27:48,0.17185
2026-02-14 19:28:01,0.017717
2026-02-14 19:28:05,0.044317
2026-02-14 19:28:12,0.382636
2026-02-14 19:28:21,0.021116
2026-02-14 19:36:00,0.022301
2026-02-14 19:37:07,0.143861
2026-02-14 19:40:04,0.165496
2026-02-14 19:40:24,0.140036
2026-02-14 19:41:20,0.218445
2026-02-14 19:42:00,0.024048
2026-02-14 19:45:38,-0.24501
2026-02-14 19:49:08,0.412555
2026-02-14 19:49:31,0.16941
2026-02-14 19:51:29,0.061193
2026-02-14 19:52:28,0.006187
2026-02-14 19:56:16,-0.283629
2026-02-14 19:56:26,0.299537
2026-02-14 19:56:48,0.207336
2026-02-14 19:57:19,0.059377
2026-02-14 19:57:21,0.211615
2026-02-14 19:57:35,0.210796
2026-02-14 19:57:38,-0.692067
2026-02-14 19:57:41,-0.411975
2026-02-14 19:57:42,0.319743
2026-02-14 19:57:45,0.357985
2026-02-14 19:57:50,0.007105
2026-02-14 19:57:54,0.342363
2026-02-14 19:57:54,0.055518
2026-02-14 19:57:54,0.182
2026-02-14 19:58:00,0.477699
2026-02-14 19:58:00,0.340831
2026-02-14 19:58:01,-0.644033
2026-02-14 19:58:04,0.44406
2026-02-14 19:58:09,0.497476
2026-02-14 19:58:24,0.258985
2026-02-14 19:58:32,-0.427824
2026-02-14 19:59:52,0.071786
