Date,AAPL,ACN,ADBE,AMD,AVGO,CRM,CSCO,MSFT,NVDA,ORCL,AXP,BAC,GS,INTC,JPM,MA,MS,TXN,V,WFC,AMZN,BKNG,BLK,C,HD,LOW,MCD,NKE,SBUX,TSLA,ABBV,DIS,GOOGL,JNJ,LLY,META,NFLX,TMUS,UNH,VZ,AMGN,COST,GILD,ISRG,KO,MRK,PEP,PFE,PG,TMO,COP,CVX,EOG,GE,MO,MPC,PM,SLB,WMT,XOM,APD,BA,CAT,FCX,HON,LIN,LMT,RTX,UNP,UPS,AMT,D,EQIX,NEE,NEM,PLD,SHW,SO,SPG
2016-02-12,0.0030903944741464237,0.01350164086891345,0.022822647744832576,-0.016260505111694693,0.044971169199427306,0.007399918793112693,0.017273058597302923,0.016169787771838598,0.016853520685403144,0.019892687274547956,0.029875703637996194,0.06839566882846693,0.037937683537349026,0.014773421775142346,0.0799995096871142,0.03329651068487715,0.06254833844827054,0.014972894688547697,0.02808192756304092,0.04651002249816696,0.0064497248637008404,0.0026216126680773558,0.041902256423000286,0.07063048386941746,0.026570503457609262,0.022921228321020577,0.01022761120465765,0.007472198815825126,0.01697114572831828,0.0037809843708239777,0.007636715965116359,0.00925797046630068,0.0007501833383818473,0.0011791622076234543,-0.0021028652492785806,0.000980680597032914,0.01208642537465666,0.031243553750866553,0.01078950728565409,0.014472982192107159,0.02278413678753006,0.013545095347866416,0.023530368854471573,0.018484055368140063,0.016370916167606175,0.003678241343774312,0.01627579377067864,0.007864718866899191,0.013549872798766145,0.02546371135272782,0.031494025311517286,0.028977061372336313,0.032120569855695405,0.02908105462932888,-0.0003334291037741807,0.039208082227749484,0.00811743032753195,0.02856538917108263,0.013080007996154394,0.01780532856330985,0.024383601750553686,0.0017504223161599695,0.027939960173457092,0.12299583048991951,0.01892543400419497,0.017193959621518765,-0.005323163685779882,0.015122519608399236,0.021736908715522068,0.022461402325866728,0.023741528699223493,-0.00390879976505272,0.03511470477464386,-0.0020577786010774497,0.029123959157508292,0.013958970889319657,0.03476875919548161,-0.002918062994079764,0.011177086314825144
2016-02-16,0.02780420067169042,0.02306867439674408,0.02841720178610837,0.0,0.036954758068304165,0.0006700242287205967,0.02865724177059833,0.018769699139891405,0.04780872807551849,0.00449237861303735,0.00982629577388037,0.024794373916211268,0.019583718836949652,0.004876201649109573,0.014848078448586502,0.01508181329541316,0.026919020536908225,0.027007933810729304,0.00961004040970416,0.019466738766706605,0.02727318794641811,0.04858262797331524,0.024692544120778315,0.03533003123128264,0.026385775938372002,0.038704708424167775,0.010543821254781628,0.02399201202978327,0.00979766939539356,0.026976687450607925,0.017532661335812414,0.01912492350296458,0.015092793448457658,0.004898542858097128,0.028494163137213438,-0.00392880847095626,0.018702723275643134,0.03745537614522361,0.029344971824694564,0.0025906948701966033,0.016651852652794456,0.003090200460405893,0.018938295121654868,0.0072765659209816655,0.005782617927944139,0.015180763411202421,0.0011160461981630518,0.01521041426406184,0.0059089223988745285,0.007404396412964705,-0.004264520743579849,0.005320137108105054,0.0028022654725219994,0.021009099483611685,0.00548778409226641,0.02520773109637654,0.011831974162373238,0.02027354694366274,-0.00424003175120168,0.0023420178421537305,0.007642368738576636,0.03589418097797,0.032099897934150766,0.1414115095306684,0.014105539817380868,0.001636257598639586,0.014069644940379013,0.006147680059892263,0.02772109062308054,0.013380217665777768,0.009063881216296702,0.0030420068215411666,0.022285831625159933,0.006070948037210227,-0.048479711655654865,0.02977120771528382,0.008882863987768627,0.003749722070411879,0.015248783184103444
2016-02-17,0.01519860275894269,0.021437949260268523,0.036960609700135004,0.03753788331971127,0.03456671910885681,0.0612155535030221,0.023710795320096338,0.02569934345426286,0.02452094670026715,0.025716750727884135,0.008052968738976615,0.02499141682244792,0.012801800630241937,0.023692058875418674,0.007172293996742786,0.011880724504191415,0.02127274097038101,0.02165192330473116,0.014966442206098239,-0.002282526707612048,0.02464111086088663,0.10655195842653596,0.017057485470143085,0.02262723180777876,0.014794080013624384,0.008417863778654607,-0.004541222398153255,0.006553983561226675,0.021397053680729337,0.08348200981104029,0.027646618293917957,0.027495054919925706,0.019771622112252106,0.0017577630400519215,0.018242689402242763,0.03472124420628297,0.062149381828485166,0.010914103591792746,0.02698839505392458,0.001590973812726322,0.02629031366390117,0.011999452474227054,-0.01983334811574457,0.012441920240609292,0.002993286456041141,0.01633804500438121,0.009589050331386685,-0.006056326169848699,0.011957589301999602,0.02541602469534182,0.03450184009164878,0.04043958617426043,0.0422530461774015,0.016495614723542266,0.0016572324689577052,0.01282438910395118,0.012241762264780161,0.016312405667846964,0.0031819676667118563,0.009557680919641789,0.008792529728547757,0.032675196241413206,0.03095312625651778,0.11691048527475363,0.01118082055349307,0.004795726609711408,0.017736418257164047,0.026214276764283118,0.007406133357994512,-0.002641440277970006,-0.0030122501357352635,0.008925718463993813,-0.002233608878147809,-0.008222200373387835,0.011336278728841373,0.008040915019767078,0.0008107468281311315,-0.0054211891866006055,0.004069963846484977
2016-02-18,-0.019138160974449012,-0.004961044064871941,-0.016258514525673923,0.00524935095878255,-0.028013441949753824,-0.02859855129478485,-0.001134533510069882,-0.004397346882555281,0.0825426595230972,0.0,0.010022834929598044,-0.025807873452044536,-0.02149576396380929,-0.0016977596191349242,-0.01646978309611712,-0.013506723996114356,-0.011205491088486483,-0.011803586485353044,-0.011028404414659455,-0.008345946621420687,-0.01718482189718473,0.013177899439756238,-0.012298798257935615,-0.021855824433472584,-0.010283006884093846,-0.004126660962965137,-0.012467973563422273,0.007364942983181201,-0.01169403711277132,-0.01138775377170307,-0.008397441246612203,-0.0034616914028639894,-0.019952770927248394,0.016832776766541508,-0.016334976732248468,-0.016581615466787113,-0.04610803782208833,-0.005987833011986419,-0.007210992978042371,0.01224607694462058,-0.011785653855435755,-0.015089652934633052,-0.004148982989788242,0.0014015553249617986,0.002755306412268559,-0.00554882403046996,0.0007024647084950712,-0.0027036245278391196,-0.005716575624723816,-0.0077577596993099514,-0.006212258316429733,-0.01805333410639525,-0.01939046652439533,-0.008901381625127559,0.0036354753041835156,-0.04944270192944834,0.004592894810118742,-0.0034337896463039826,-0.030563871159196596,0.0054729297227865195,-0.01016397483974873,0.010517094359403262,-0.017094298548881302,-0.0013975334715381961,0.003198253992253025,0.0,0.006839549497026051,0.0027196462529537626,-0.016391772174073824,-0.0006154641517418741,0.015084408751389774,-0.00028686567277939515,-0.0011705672990171587,0.025692284103094272,0.009216973791871233,0.005590240409776642,-0.017006781270996946,0.021510620483764082,0.011425080314236388
2016-02-19,-0.0022880030105795358,0.004354832841510844,0.004213190421570123,0.0,0.012512668245944464,0.007105927212895448,0.004529943665208734,-0.00711472145275408,0.01322763929119006,0.004086282802973508,0.01028845048839003,-0.00902735155936469,-0.005566413746976638,-0.02442942791596769,0.00017291731747888714,0.008679363491649359,0.0016679072890911082,-0.00567004016033877,0.004062411059431742,0.0075142906296862535,0.018681582324656512,0.025075547057651835,-0.005330696391780558,0.0017966973434798293,0.014235255258122784,0.011744499533009317,-0.005477193823328703,0.012043520067610487,0.012387854928595048,-0.0011399463291754239,-0.004777482659916324,-0.0016825106510262027,0.006390599904705837,0.006453646276160256,-0.011774568014293538,0.01057505864405883,-0.014021980222485263,-0.04694900836587733,0.0019561070578574427,-0.00157197525714411,0.005477426019667889,0.00033661508486791956,-0.017571294847944185,0.00683224268322483,0.0036625290891215355,-0.0039824435854653875,-0.0004010372764203453,-0.0020324469316905414,-0.0023204686030412966,0.003617745454553818,-0.024937519278020924,-0.002655358167134277,0.0035927414262367573,-0.002065198816066633,-0.0009902167354545312,0.006988691682764827,0.0031593751582788938,0.002610741008112445,0.008386279329825863,0.000606108559859241,0.002741252187270485,-0.020711253610287476,-0.010643405105174602,-0.03269655874400337,0.00748612677758442,-0.011452578674080468,-0.002711361981263264,-0.0014720902449007612,0.015641216887067783,-0.0009237389624348081,-0.002059107025888982,-0.004166457972948494,0.030730679659396472,0.0036667420425082614,-0.009216973791871346,-0.009066533503521951,0.002861442752561479,-0.006157663703650792,0.001003168314602064
2016-02-22,0.008708027821656352,0.014049576063739709,0.035590082834535526,0.05103149274350494,0.01519447828999308,0.02918058833055016,0.0030086670839565735,0.015889916714726473,0.03486459885049214,0.008932537689223601,0.016676026600982104,0.0332412388294282,0.01271578977507586,0.022047173626921157,0.012887809299432765,0.011798171967788155,0.022250799980671823,0.010183150955310256,0.02116391027614539,0.02261612723017964,0.04496369647179335,0.0036390323194532047,0.006848795135646607,0.013501884684664268,0.009487132536937412,0.013769230116332205,0.009735539505905862,0.014395751494719833,0.020594594957991846,0.06484609004893599,0.018071058764141914,0.014212896794759294,0.009564854285686968,0.005648244500543296,0.0054937720994830234,0.024466371335330753,0.029810056914289076,0.024867082690924167,0.030050525222536227,0.0041205755104603255,-0.010446273999521765,0.009104511460901412,0.01880683050763142,0.009418468026663709,0.0038766019322238492,0.012885615349654695,0.002907471526922398,0.01881117272142763,0.004148248827619285,0.009785794321410432,0.04694898857741139,0.02646768260737462,0.03523499420164846,0.013349679403021902,0.010675960747957573,0.0551162471882657,0.006504878437420568,0.020375752207093575,0.014890485488679705,-0.0013344502628422309,0.010512385257214665,0.019178916626157137,0.028480950175301945,0.13623702381462885,-0.01977097347082919,0.008769851171218389,0.006485968931788188,0.04585518373778685,0.021175950503999515,0.006653059306179569,0.02174949477131434,0.018260304105641667,0.0015355801200302877,0.008244907138593459,0.011209303451535976,0.01012783600342854,0.008922319947722086,0.01085355118644848,-0.00010537083113134483
2016-02-23,-0.02286463516898325,-0.006999935071003028,-0.008749421727932506,-0.020101160053479915,-0.019165788959835818,-0.01702431697215011,-0.01933709310900523,-0.028316939034320237,0.0025349978940883847,-0.015205490889617625,-0.00939133748213237,-0.03077130951492003,-0.026422966581797866,-0.0189176071599203,-0.04273012101718456,-0.018503639079589906,-0.03440791353078794,-0.02008805344626681,-0.012533560151709327,-0.022408331926581274,-0.01179406802845524,-0.02080617406677983,-0.021044573096973333,-0.033448117196648766,0.013582590835870692,-0.02285895583167899,-0.006565289709343359,0.0006645408182347257,-0.006988976900880038,-0.002986283132399764,-0.003806019708100077,-0.010325971436686432,-0.01626222864162665,-0.006416604387546342,0.00628079591481047,-0.015991403967500237,-0.031043657655668844,0.010273392378594665,-0.0009902370155867087,-0.008653084431126312,-0.008789103758178462,0.001996941685373061,-0.008453471943838279,-0.0047437103654488395,-0.005706548385422954,-0.004540153439753163,-0.003309602182538549,-0.002999029647793745,-0.0039037933170287214,-0.013017925641644943,-0.045428973558485373,-0.045019998945071006,-0.059777437889841314,-0.006481670871740423,0.005051759153055254,-0.05448308131081481,-0.005309512025917073,-0.03127636616711923,0.01286806707095453,-0.014179224975883784,-0.012948611160601097,-0.00418275640318834,-0.022993135605743887,-0.0910316228106674,-0.008981379887495328,-0.019376478361434107,0.0006508005803993175,-0.008371226335079675,-0.03313737812152069,-0.010769558779311622,-0.013765169188914786,0.0019771223554396235,-0.026256568177613765,0.003623487631390392,0.010690713609403364,0.00528961548499449,-0.012058343204840257,0.0,0.0013188278815656554
2016-02-24,0.01478093631479964,-0.0010040026823102035,0.004204444641708752,0.0250639446979372,0.01686653518015456,-0.006059725683256277,0.007627938127853957,0.0035105635485303734,0.006937925160292199,0.002186670397420409,-0.00856481064717299,-0.0024699293145081396,0.004475364803746619,0.013451072453630997,0.00035639414120425256,0.002433113366964348,0.0,0.00420252955997287,-0.004167179451946388,-0.010239343793670575,0.0019874008292603204,0.001836680041773642,-0.006085688311656493,-0.0034071100193224864,0.00863519848899588,0.010548103546677415,0.0013677110472383655,0.0031507135286969077,-0.006005064288728291,0.01005033020281575,-0.0032742322166524687,0.0005238477962845381,0.005020300208855706,0.00841937604282266,0.00853858851838453,0.013375038679401598,0.02755672071811511,0.015895086702610486,-0.007872384942965787,0.003745975000869826,-0.0010190762006922302,0.02307597303132227,0.01136691927393938,0.008616456523473967,0.005023127393924407,0.00039546072793773606,0.0014056122845716877,0.0020008017148849663,-0.0030606737020999965,0.00023107932268136684,0.0012143975089484664,0.004230574589888337,0.02181284131987702,-0.008937356803810862,-0.0026041081645185996,0.07200400119175587,-0.006430017301880891,0.0018021555113108946,0.009581177479147537,0.0035640765057036988,0.0025882130637270057,-0.011269408583628562,0.001518982048780722,-0.005540038838671024,-0.0032858221165338922,-0.0032337674417760036,0.0068552933526294805,0.021705884740472057,0.014336246124212172,-0.0010316935943294626,0.011409623210620926,0.004785453654131429,0.01004999600488812,0.00648657434279167,0.007455411474206981,0.0068348537775253055,0.01943979056673593,-0.002447266666249237,-0.0026922564371177054
2016-02-25,0.006844452237806412,0.013568765981153568,0.03833511336990506,0.0049382769891932795,0.016210142114343126,0.10468855916459695,0.010581770610702392,0.014305436447995491,0.002197475763420768,0.01785745897115802,0.013632812305206661,0.015541957621419493,0.01831198984356934,0.014623651339021326,0.015377891373020931,0.011504869020503052,0.03806846052743257,0.012314144436822955,0.019571158395674693,0.0029364672072743994,0.002001462317041723,-0.0006328993908627657,0.0181468228716411,0.013818582459361036,0.009902385777294331,0.0011652396412899224,0.011128797233566133,0.03225579718774326,0.010953165034474787,0.04601958194893397,0.023585845924691894,0.002302870004691952,0.011337978877568215,0.013438138142853138,0.00966886540013498,0.011072405914110323,0.031376788191150334,0.04206113774662044,0.00828513365902267,0.005690300278659256,-0.002450000593816926,0.0055090466422535985,0.008912997509409161,0.010117546473218568,0.005677445135529577,0.008664433061715028,0.009883011540453781,0.018808696550754476,0.009518039903891912,0.006146047204911855,0.003029518416220217,0.0003522380789112513,-0.014780297709717557,0.017253337859194175,0.016486571996896838,0.007332324899282728,0.010766284138652158,0.001937221825638592,0.013613019318815733,0.005992505506314779,0.010886533410713278,0.01058482892762683,0.008916093207107489,-0.011173456856730428,0.008578598151586696,0.007041430663367031,0.015573252265514634,0.04654462838050621,-0.002769875868177358,0.0087361002402264,0.004370614601847781,0.00852861863235987,0.04143343381524115,-0.0013802245026057328,0.010499755878710576,0.02330516227083642,0.025138109495558787,0.007728251567677894,0.014536644518033257
2016-02-26,0.0015487532842579275,0.0020787753366184694,-0.000923382240335146,0.019512796067434404,0.0048197772274867975,0.004312258082767315,-0.007168232396410605,-0.015474171173657394,-0.006607121527986384,-0.008889048733922256,-0.0001805981565011514,0.030377972676801073,0.013400231357106246,0.00605835505197522,0.009253615830330705,0.001714472511755074,0.0212901406756221,0.0035713794494709634,-0.0073971147844467166,0.006679151196704693,0.0001440843730898221,-0.0072606398630039315,0.0009562836165290951,0.022530485988892436,-0.004740900093393373,0.005805519657081014,-0.00358158972279308,0.0035204181596075012,-0.007002422729751409,0.015406524266142536,-0.0035653025700066775,-0.0035610697423746917,-0.00585980026268409,-0.005656098797294244,-0.016439639002617565,-0.001388923891383749,0.0027466764223534035,-0.023474596277985604,0.0010719071974218044,-0.0017630427745925934,0.0057755874944041075,-0.0331173485505241,-0.02311338800921499,0.014537639634540767,-0.023368993629631206,-0.007083829586237039,-0.023214332175101555,-0.01183791831316374,-0.015174258151283216,0.0010716057588774789,0.031559147831211234,-0.011199960511009759,-0.014706260645798937,0.005798809941912912,-0.013557373736981763,0.0,-0.010875614138134936,0.0016566805555984234,-0.022742906345875887,-0.0031751994575677685,0.004875802183219103,0.011405399635158294,0.005999463867210337,0.04261818809647084,-0.0111960677575762,0.006121082299462568,-0.005234022326818313,-0.003882509287959409,0.008536636590434401,-0.0028695191136438687,0.0065769002004767724,-0.02552137812780966,-0.0023443929875043876,-0.02907913249429068,-0.019531466989736353,-0.011843513147166501,0.02811777471557641,-0.02398886658681678,-0.008055720564698521
